¦¤mBi,¦¤mW,¦¤mO
-1.664441294,-6.7686861,-0.955405219
-1.655855986,-6.815424055,-0.950477329
-1.647270678,-6.86216201,-0.945549439
-1.63868537,-6.908899966,-0.940621549
-1.630100062,-6.955637921,-0.935693659
-1.621514754,-7.002375876,-0.930765769
-1.612929446,-7.049113831,-0.92583788
-1.604344138,-7.095851787,-0.92090999
-1.59575883,-7.142589742,-0.9159821
-1.587173522,-7.189327697,-0.91105421
-1.578588213,-7.236065652,-0.90612632
-1.570002905,-7.282803608,-0.90119843
-1.561417597,-7.329541563,-0.89627054
-1.552832289,-7.376279518,-0.891342651
-1.845007229,-5.723828434,-1.069359518
-1.83646042,-5.770643387,-1.064405962
-1.827913611,-5.817458341,-1.059452406
-1.819366802,-5.864273294,-1.05449885
-1.810819993,-5.911088248,-1.049545294
-1.802273184,-5.957903201,-1.044591738
-1.793726375,-6.004718155,-1.039638182
-1.785179566,-6.051533108,-1.034684627
-1.776632757,-6.098348062,-1.029731071
-1.768085948,-6.145163015,-1.024777515
-1.759539139,-6.191977969,-1.019823959
-1.75099233,-6.238792923,-1.014870403
-1.742445522,-6.285607876,-1.009916847
-1.733898713,-6.33242283,-1.004963291
-1.725351904,-6.379237783,-1.000009735
-1.716805095,-6.426052737,-0.995056179
-1.708258286,-6.47286769,-0.990102623
-1.699711477,-6.519682644,-0.985149067
-1.691164668,-6.566497597,-0.980195511
-1.682617859,-6.613312551,-0.975241955
-1.67407105,-6.660127504,-0.970288399
-1.665524241,-6.706942458,-0.965334843
-1.656977432,-6.753757411,-0.960381287
-1.648430623,-6.800572365,-0.955427731
-1.639883814,-6.847387318,-0.950474176
-1.631337005,-6.894202272,-0.94552062
-1.622790196,-6.941017225,-0.940567064
-1.614243387,-6.987832179,-0.935613508
-1.605696578,-7.034647133,-0.930659952
-1.597149769,-7.081462086,-0.925706396
-1.58860296,-7.12827704,-0.92075284
-1.580056151,-7.175091993,-0.915799284
-1.571509343,-7.221906947,-0.910845728
-1.562962534,-7.2687219,-0.905892172
-1.554415725,-7.315536854,-0.900938616
-1.545868916,-7.362351807,-0.89598506
-1.836696386,-5.707205783,-1.074900241
-1.828188076,-5.754097735,-1.069921019
-1.819679766,-5.800989687,-1.064941797
-1.811171456,-5.847881639,-1.059962575
-1.802663146,-5.89477359,-1.054983353
-1.794154836,-5.941665542,-1.050004131
-1.785646527,-5.988557494,-1.045024909
-1.777138217,-6.035449446,-1.040045687
-1.768629907,-6.082341398,-1.035066465
-1.760121597,-6.129233349,-1.030087243
-1.751613287,-6.176125301,-1.025108021
-1.743104978,-6.223017253,-1.020128799
-1.734596668,-6.269909205,-1.015149577
-1.726088358,-6.316801157,-1.010170355
-1.717580048,-6.363693108,-1.005191133
-1.709071738,-6.41058506,-1.00021191
-1.700563429,-6.457477012,-0.995232688
-1.692055119,-6.504368964,-0.990253466
-1.683546809,-6.551260916,-0.985274244
-1.675038499,-6.598152867,-0.980295022
-1.666530189,-6.645044819,-0.9753158
-1.65802188,-6.691936771,-0.970336578
-1.64951357,-6.738828723,-0.965357356
-1.64100526,-6.785720675,-0.960378134
-1.63249695,-6.832612627,-0.955398912
-1.62398864,-6.879504578,-0.95041969
-1.61548033,-6.92639653,-0.945440468
-1.606972021,-6.973288482,-0.940461246
-1.598463711,-7.020180434,-0.935482024
-1.589955401,-7.067072386,-0.930502802
-1.581447091,-7.113964337,-0.92552358
-1.572938781,-7.160856289,-0.920544358
-1.564430472,-7.207748241,-0.915565136
-1.555922162,-7.254640193,-0.910585914
-1.547413852,-7.301532145,-0.905606692
-1.538905542,-7.348424096,-0.90062747
-1.828385542,-5.690583133,-1.080440964
-1.819915731,-5.737552083,-1.075436076
-1.811445921,-5.784521033,-1.070431188
-1.80297611,-5.831489983,-1.065426299
-1.794506299,-5.878458933,-1.060421411
-1.786036489,-5.925427883,-1.055416523
-1.777566678,-5.972396833,-1.050411635
-1.769096867,-6.019365783,-1.045406747
-1.760627057,-6.066334733,-1.040401859
-1.752157246,-6.113303683,-1.035396971
-1.743687435,-6.160272633,-1.030392083
-1.735217625,-6.207241583,-1.025387194
-1.726747814,-6.254210534,-1.020382306
-1.718278003,-6.301179484,-1.015377418
-1.709808193,-6.348148434,-1.01037253
-1.701338382,-6.395117384,-1.005367642
-1.692868571,-6.442086334,-1.000362754
-1.684398761,-6.489055284,-0.995357866
-1.67592895,-6.536024234,-0.990352978
-1.667459139,-6.582993184,-0.98534809
-1.658989329,-6.629962134,-0.980343201
-1.650519518,-6.676931084,-0.975338313
-1.642049707,-6.723900034,-0.970333425
-1.633579897,-6.770868985,-0.965328537
-1.625110086,-6.817837935,-0.960323649
-1.616640275,-6.864806885,-0.955318761
-1.608170465,-6.911775835,-0.950313873
-1.599700654,-6.958744785,-0.945308985
-1.591230843,-7.005713735,-0.940304096
-1.582761033,-7.052682685,-0.935299208
-1.574291222,-7.099651635,-0.93029432
-1.565821411,-7.146620585,-0.925289432
-1.557351601,-7.193589535,-0.920284544
-1.54888179,-7.240558485,-0.915279656
-1.540411979,-7.287527435,-0.910274768
-1.531942169,-7.334496386,-0.90526988
-1.820074699,-5.673960482,-1.085981687
-1.811643387,-5.72100643,-1.080951133
-1.803212076,-5.768052379,-1.075920578
-1.794780764,-5.815098327,-1.070890024
-1.786349453,-5.862144275,-1.06585947
-1.777918141,-5.909190224,-1.060828916
-1.76948683,-5.956236172,-1.055798361
-1.761055518,-6.00328212,-1.050767807
-1.752624207,-6.050328069,-1.045737253
-1.744192895,-6.097374017,-1.040706699
-1.735761583,-6.144419966,-1.035676145
-1.727330272,-6.191465914,-1.03064559
-1.71889896,-6.238511862,-1.025615036
-1.710467649,-6.285557811,-1.020584482
-1.702036337,-6.332603759,-1.015553928
-1.693605026,-6.379649707,-1.010523373
-1.685173714,-6.426695656,-1.005492819
-1.676742403,-6.473741604,-1.000462265
-1.668311091,-6.520787552,-0.995431711
-1.65987978,-6.567833501,-0.990401157
-1.651448468,-6.614879449,-0.985370602
-1.643017157,-6.661925398,-0.980340048
-1.634585845,-6.708971346,-0.975309494
-1.626154534,-6.756017294,-0.97027894
-1.617723222,-6.803063243,-0.965248386
-1.60929191,-6.850109191,-0.960217831
-1.600860599,-6.897155139,-0.955187277
-1.592429287,-6.944201088,-0.950156723
-1.583997976,-6.991247036,-0.945126169
-1.575566664,-7.038292985,-0.940095614
-1.567135353,-7.085338933,-0.93506506
-1.558704041,-7.132384881,-0.930034506
-1.55027273,-7.17943083,-0.925003952
-1.541841418,-7.226476778,-0.919973398
-1.533410107,-7.273522726,-0.914942843
-1.524978795,-7.320568675,-0.909912289
-1.811763855,-5.657337831,-1.09152241
-1.803371043,-5.704460778,-1.086466189
-1.794978231,-5.751583725,-1.081409969
-1.786585418,-5.798706671,-1.076353749
-1.778192606,-5.845829618,-1.071297528
-1.769799793,-5.892952565,-1.066241308
-1.761406981,-5.940075511,-1.061185088
-1.753014169,-5.987198458,-1.056128867
-1.744621356,-6.034321404,-1.051072647
-1.736228544,-6.081444351,-1.046016427
-1.727835731,-6.128567298,-1.040960207
-1.719442919,-6.175690244,-1.035903986
-1.711050107,-6.222813191,-1.030847766
-1.702657294,-6.269936138,-1.025791546
-1.694264482,-6.317059084,-1.020735325
-1.68587167,-6.364182031,-1.015679105
-1.677478857,-6.411304978,-1.010622885
-1.669086045,-6.458427924,-1.005566664
-1.660693232,-6.505550871,-1.000510444
-1.65230042,-6.552673818,-0.995454224
-1.643907608,-6.599796764,-0.990398003
-1.635514795,-6.646919711,-0.985341783
-1.627121983,-6.694042657,-0.980285563
-1.61872917,-6.741165604,-0.975229343
-1.610336358,-6.788288551,-0.970173122
-1.601943546,-6.835411497,-0.965116902
-1.593550733,-6.882534444,-0.960060682
-1.585157921,-6.929657391,-0.955004461
-1.576765108,-6.976780337,-0.949948241
-1.568372296,-7.023903284,-0.944892021
-1.559979484,-7.071026231,-0.9398358
-1.551586671,-7.118149177,-0.93477958
-1.543193859,-7.165272124,-0.92972336
-1.534801046,-7.212395071,-0.924667139
-1.526408234,-7.259518017,-0.919610919
-1.518015422,-7.306640964,-0.914554699
-1.803453012,-5.640715181,-1.097063133
-1.795098699,-5.687915126,-1.091981246
-1.786744386,-5.735115071,-1.08689936
-1.778390072,-5.782315015,-1.081817473
-1.770035759,-5.82951496,-1.076735587
-1.761681446,-5.876714905,-1.071653701
-1.753327133,-5.92391485,-1.066571814
-1.744972819,-5.971114795,-1.061489928
-1.736618506,-6.01831474,-1.056408041
-1.728264193,-6.065514685,-1.051326155
-1.71990988,-6.11271463,-1.046244269
-1.711555566,-6.159914575,-1.041162382
-1.703201253,-6.20711452,-1.036080496
-1.69484694,-6.254314465,-1.030998609
-1.686492627,-6.30151441,-1.025916723
-1.678138313,-6.348714355,-1.020834836
-1.669784,-6.395914299,-1.01575295
-1.661429687,-6.443114244,-1.010671064
-1.653075373,-6.490314189,-1.005589177
-1.64472106,-6.537514134,-1.000507291
-1.636366747,-6.584714079,-0.995425404
-1.628012434,-6.631914024,-0.990343518
-1.61965812,-6.679113969,-0.985261632
-1.611303807,-6.726313914,-0.980179745
-1.602949494,-6.773513859,-0.975097859
-1.594595181,-6.820713804,-0.970015972
-1.586240867,-6.867913749,-0.964934086
-1.577886554,-6.915113694,-0.9598522
-1.569532241,-6.962313639,-0.954770313
-1.561177928,-7.009513583,-0.949688427
-1.552823614,-7.056713528,-0.94460654
-1.544469301,-7.103913473,-0.939524654
-1.536114988,-7.151113418,-0.934442768
-1.527760675,-7.198313363,-0.929360881
-1.519406361,-7.245513308,-0.924278995
-1.511052048,-7.292713253,-0.919197108
-1.795142169,-5.62409253,-1.102603855
-1.786826355,-5.671369473,-1.097496303
-1.77851054,-5.718646417,-1.09238875
-1.770194726,-5.76592336,-1.087281198
-1.761878912,-5.813200303,-1.082173645
-1.753563098,-5.860477246,-1.077066093
-1.745247284,-5.907754189,-1.07195854
-1.73693147,-5.955031133,-1.066850988
-1.728615656,-6.002308076,-1.061743435
-1.720299842,-6.049585019,-1.056635883
-1.711984028,-6.096861962,-1.05152833
-1.703668213,-6.144138905,-1.046420778
-1.695352399,-6.191415849,-1.041313225
-1.687036585,-6.238692792,-1.036205673
-1.678720771,-6.285969735,-1.03109812
-1.670404957,-6.333246678,-1.025990568
-1.662089143,-6.380523621,-1.020883015
-1.653773329,-6.427800565,-1.015775463
-1.645457515,-6.475077508,-1.01066791
-1.637141701,-6.522354451,-1.005560358
-1.628825886,-6.569631394,-1.000452806
-1.620510072,-6.616908337,-0.995345253
-1.612194258,-6.664185281,-0.990237701
-1.603878444,-6.711462224,-0.985130148
-1.59556263,-6.758739167,-0.980022596
-1.587246816,-6.80601611,-0.974915043
-1.578931002,-6.853293053,-0.969807491
-1.570615188,-6.900569997,-0.964699938
-1.562299373,-6.94784694,-0.959592386
-1.553983559,-6.995123883,-0.954484833
-1.545667745,-7.042400826,-0.949377281
-1.537351931,-7.089677769,-0.944269728
-1.529036117,-7.136954713,-0.939162176
-1.520720303,-7.184231656,-0.934054623
-1.512404489,-7.231508599,-0.928947071
-1.504088675,-7.278785542,-0.923839518
-1.786831325,-5.60746988,-1.108144578
-1.77855401,-5.654823821,-1.10301136
-1.770276695,-5.702177762,-1.097878141
-1.76199938,-5.749531704,-1.092744923
-1.753722065,-5.796885645,-1.087611704
-1.74544475,-5.844239587,-1.082478485
-1.737167435,-5.891593528,-1.077345267
-1.72889012,-5.93894747,-1.072212048
-1.720612806,-5.986301411,-1.06707883
-1.712335491,-6.033655353,-1.061945611
-1.704058176,-6.081009294,-1.056812392
-1.695780861,-6.128363236,-1.051679174
-1.687503546,-6.175717177,-1.046545955
-1.679226231,-6.223071119,-1.041412737
-1.670948916,-6.27042506,-1.036279518
-1.662671601,-6.317779002,-1.031146299
-1.654394286,-6.365132943,-1.026013081
-1.646116971,-6.412486885,-1.020879862
-1.637839656,-6.459840826,-1.015746644
-1.629562341,-6.507194768,-1.010613425
-1.621285026,-6.554548709,-1.005480207
-1.613007711,-6.601902651,-1.000346988
-1.604730396,-6.649256592,-0.995213769
-1.596453081,-6.696610534,-0.990080551
-1.588175766,-6.743964475,-0.984947332
-1.579898451,-6.791318417,-0.979814114
-1.571621136,-6.838672358,-0.974680895
-1.563343821,-6.886026299,-0.969547676
-1.555066506,-6.933380241,-0.964414458
-1.546789191,-6.980734182,-0.959281239
-1.538511876,-7.028088124,-0.954148021
-1.530234561,-7.075442065,-0.949014802
-1.521957246,-7.122796007,-0.943881583
-1.513679931,-7.170149948,-0.938748365
-1.505402616,-7.21750389,-0.933615146
-1.497125301,-7.264857831,-0.928481928
-1.778520482,-5.590847229,-1.113685301
-1.770281666,-5.638278169,-1.108526417
-1.76204285,-5.685709108,-1.103367532
-1.753804034,-5.733140048,-1.098208647
-1.745565219,-5.780570988,-1.093049762
-1.737326403,-5.828001928,-1.087890878
-1.729087587,-5.875432867,-1.082731993
-1.720848771,-5.922863807,-1.077573108
-1.712609955,-5.970294747,-1.072414224
-1.704371139,-6.017725687,-1.067255339
-1.696132324,-6.065156627,-1.062096454
-1.687893508,-6.112587566,-1.05693757
-1.679654692,-6.160018506,-1.051778685
-1.671415876,-6.207449446,-1.0466198
-1.66317706,-6.254880386,-1.041460916
-1.654938244,-6.302311325,-1.036302031
-1.646699429,-6.349742265,-1.031143146
-1.638460613,-6.397173205,-1.025984262
-1.630221797,-6.444604145,-1.020825377
-1.621982981,-6.492035084,-1.015666492
-1.613744165,-6.539466024,-1.010507608
-1.605505349,-6.586896964,-1.005348723
-1.597266534,-6.634327904,-1.000189838
-1.589027718,-6.681758843,-0.995030954
-1.580788902,-6.729189783,-0.989872069
-1.572550086,-6.776620723,-0.984713184
-1.56431127,-6.824051663,-0.979554299
-1.556072454,-6.871482602,-0.974395415
-1.547833639,-6.918913542,-0.96923653
-1.539594823,-6.966344482,-0.964077645
-1.531356007,-7.013775422,-0.958918761
-1.523117191,-7.061206361,-0.953759876
-1.514878375,-7.108637301,-0.948600991
-1.506639559,-7.156068241,-0.943442107
-1.498400744,-7.203499181,-0.938283222
-1.490161928,-7.25093012,-0.933124337
-1.770209639,-5.574224578,-1.119226024
-1.761768136,-5.623129809,-1.113888987
-1.753326634,-5.672035039,-1.108551949
-1.744885131,-5.720940269,-1.103214911
-1.736443629,-5.7698455,-1.097877874
-1.728002126,-5.81875073,-1.092540836
-1.719560624,-5.86765596,-1.087203799
-1.711119121,-5.916561191,-1.081866761
-1.702677619,-5.965466421,-1.076529724
-1.694236116,-6.014371651,-1.071192686
-1.685794614,-6.063276882,-1.065855648
-1.677353111,-6.112182112,-1.060518611
-1.668911609,-6.161087342,-1.055181573
-1.660470106,-6.209992573,-1.049844536
-1.652028604,-6.258897803,-1.044507498
-1.643587101,-6.307803033,-1.039170461
-1.635145599,-6.356708264,-1.033833423
-1.626704096,-6.405613494,-1.028496386
-1.618262594,-6.454518724,-1.023159348
-1.609821091,-6.503423955,-1.01782231
-1.601379589,-6.552329185,-1.012485273
-1.592938086,-6.601234415,-1.007148235
-1.584496584,-6.650139646,-1.001811198
-1.576055082,-6.699044876,-0.99647416
-1.567613579,-6.747950106,-0.991137123
-1.559172077,-6.796855337,-0.985800085
-1.550730574,-6.845760567,-0.980463047
-1.542289072,-6.894665797,-0.97512601
-1.533847569,-6.943571028,-0.969788972
-1.525406067,-6.992476258,-0.964451935
-1.516964564,-7.041381488,-0.959114897
-1.508523062,-7.090286719,-0.95377786
-1.500081559,-7.139191949,-0.948440822
-1.491640057,-7.188097179,-0.943103785
-1.483198554,-7.23700241,-0.937766747
-1.761898795,-5.557601928,-1.124766747
-1.753496924,-5.606586421,-1.119403288
-1.745095053,-5.655570914,-1.11403983
-1.736693182,-5.704555408,-1.108676371
-1.728291311,-5.753539901,-1.103312913
-1.71988944,-5.802524394,-1.097949454
-1.711487569,-5.851508887,-1.092585996
-1.703085698,-5.900493381,-1.087222537
-1.694683827,-5.949477874,-1.081859079
-1.686281956,-5.998462367,-1.07649562
-1.677880085,-6.04744686,-1.071132162
-1.669478214,-6.096431354,-1.065768703
-1.661076343,-6.145415847,-1.060405245
-1.652674472,-6.19440034,-1.055041786
-1.644272601,-6.243384833,-1.049678327
-1.63587073,-6.292369327,-1.044314869
-1.627468859,-6.34135382,-1.03895141
-1.619066988,-6.390338313,-1.033587952
-1.610665117,-6.439322807,-1.028224493
-1.602263246,-6.4883073,-1.022861035
-1.593861375,-6.537291793,-1.017497576
-1.585459504,-6.586276286,-1.012134118
-1.577057633,-6.63526078,-1.006770659
-1.568655762,-6.684245273,-1.001407201
-1.560253891,-6.733229766,-0.996043742
-1.55185202,-6.782214259,-0.990680283
-1.543450149,-6.831198753,-0.985316825
-1.535048278,-6.880183246,-0.979953366
-1.526646407,-6.929167739,-0.974589908
-1.518244536,-6.978152232,-0.969226449
-1.509842665,-7.027136726,-0.963862991
-1.501440794,-7.076121219,-0.958499532
-1.493038923,-7.125105712,-0.953136074
-1.484637052,-7.174090206,-0.947772615
-1.476235181,-7.223074699,-0.942409157
-1.753587952,-5.540979277,-1.13030747
-1.745225712,-5.590043033,-1.12491759
-1.736863473,-5.63910679,-1.119527711
-1.728501233,-5.688170546,-1.114137831
-1.720138994,-5.737234302,-1.108747952
-1.711776754,-5.786298058,-1.103358072
-1.703414515,-5.835361814,-1.097968193
-1.695052275,-5.884425571,-1.092578313
-1.686690035,-5.933489327,-1.087188434
-1.678327796,-5.982553083,-1.081798554
-1.669965556,-6.031616839,-1.076408675
-1.661603317,-6.080680595,-1.071018795
-1.653241077,-6.129744352,-1.065628916
-1.644878838,-6.178808108,-1.060239036
-1.636516598,-6.227871864,-1.054849157
-1.628154359,-6.27693562,-1.049459277
-1.619792119,-6.325999376,-1.044069398
-1.61142988,-6.375063133,-1.038679518
-1.60306764,-6.424126889,-1.033289639
-1.5947054,-6.473190645,-1.027899759
-1.586343161,-6.522254401,-1.02250988
-1.577980921,-6.571318157,-1.01712
-1.569618682,-6.620381914,-1.01173012
-1.561256442,-6.66944567,-1.006340241
-1.552894203,-6.718509426,-1.000950361
-1.544531963,-6.767573182,-0.995560482
-1.536169724,-6.816636938,-0.990170602
-1.527807484,-6.865700695,-0.984780723
-1.519445245,-6.914764451,-0.979390843
-1.511083005,-6.963828207,-0.974000964
-1.502720765,-7.012891963,-0.968611084
-1.494358526,-7.061955719,-0.963221205
-1.485996286,-7.111019476,-0.957831325
-1.477634047,-7.160083232,-0.952441446
-1.469271807,-7.209146988,-0.947051566
-1.745277108,-5.524356627,-1.135848193
-1.7369545,-5.573499646,-1.130431892
-1.728631892,-5.622642665,-1.125015592
-1.720309284,-5.671785684,-1.119599291
-1.711986676,-5.720928703,-1.114182991
-1.703664068,-5.770071722,-1.10876669
-1.69534146,-5.819214741,-1.10335039
-1.687018852,-5.86835776,-1.097934089
-1.678696244,-5.91750078,-1.092517789
-1.670373636,-5.966643799,-1.087101488
-1.662051028,-6.015786818,-1.081685188
-1.65372842,-6.064929837,-1.076268887
-1.645405811,-6.114072856,-1.070852587
-1.637083203,-6.163215875,-1.065436286
-1.628760595,-6.212358894,-1.060019986
-1.620437987,-6.261501914,-1.054603685
-1.612115379,-6.310644933,-1.049187385
-1.603792771,-6.359787952,-1.043771084
-1.595470163,-6.408930971,-1.038354784
-1.587147555,-6.45807399,-1.032938483
-1.578824947,-6.507217009,-1.027522183
-1.570502339,-6.556360028,-1.022105882
-1.562179731,-6.605503047,-1.016689582
-1.553857123,-6.654646067,-1.011273281
-1.545534515,-6.703789086,-1.005856981
-1.537211906,-6.752932105,-1.00044068
-1.528889298,-6.802075124,-0.99502438
-1.52056669,-6.851218143,-0.989608079
-1.512244082,-6.900361162,-0.984191779
-1.503921474,-6.949504181,-0.978775478
-1.495598866,-6.998647201,-0.973359178
-1.487276258,-7.04779022,-0.967942877
-1.47895365,-7.096933239,-0.962526577
-1.470631042,-7.146076258,-0.957110276
-1.462308434,-7.195219277,-0.951693976
-1.736966265,-5.507733976,-1.141388916
-1.728683288,-5.556956258,-1.135946194
-1.720400312,-5.60617854,-1.130503473
-1.712117335,-5.655400822,-1.125060751
-1.703834359,-5.704623104,-1.11961803
-1.695551382,-5.753845386,-1.114175308
-1.687268405,-5.803067668,-1.108732587
-1.678985429,-5.85228995,-1.103289865
-1.670702452,-5.901512232,-1.097847144
-1.662419476,-5.950734515,-1.092404422
-1.654136499,-5.999956797,-1.086961701
-1.645853522,-6.049179079,-1.081518979
-1.637570546,-6.098401361,-1.076076258
-1.629287569,-6.147623643,-1.070633536
-1.621004592,-6.196845925,-1.065190815
-1.612721616,-6.246068207,-1.059748094
-1.604438639,-6.295290489,-1.054305372
-1.596155663,-6.344512771,-1.048862651
-1.587872686,-6.393735053,-1.043419929
-1.579589709,-6.442957335,-1.037977208
-1.571306733,-6.492179617,-1.032534486
-1.563023756,-6.541401899,-1.027091765
-1.55474078,-6.590624181,-1.021649043
-1.546457803,-6.639846464,-1.016206322
-1.538174826,-6.689068746,-1.0107636
-1.52989185,-6.738291028,-1.005320879
-1.521608873,-6.78751331,-0.999878157
-1.513325897,-6.836735592,-0.994435436
-1.50504292,-6.885957874,-0.988992714
-1.496759943,-6.935180156,-0.983549993
-1.488476967,-6.984402438,-0.978107271
-1.48019399,-7.03362472,-0.97266455
-1.471911013,-7.082847002,-0.967221828
-1.463628037,-7.132069284,-0.961779107
-1.45534506,-7.181291566,-0.956336386
-1.728655422,-5.491111325,-1.146929639
-1.720412077,-5.54041287,-1.141460496
-1.712168731,-5.589714415,-1.135991354
-1.703925386,-5.63901596,-1.130522211
-1.695682041,-5.688317505,-1.125053069
-1.687438696,-5.73761905,-1.119583926
-1.679195351,-5.786920595,-1.114114784
-1.670952006,-5.83622214,-1.108645641
-1.662708661,-5.885523685,-1.103176499
-1.654465315,-5.93482523,-1.097707356
-1.64622197,-5.984126775,-1.092238214
-1.637978625,-6.03342832,-1.086769072
-1.62973528,-6.082729865,-1.081299929
-1.621491935,-6.13203141,-1.075830787
-1.61324859,-6.181332955,-1.070361644
-1.605005245,-6.2306345,-1.064892502
-1.596761899,-6.279936045,-1.059423359
-1.588518554,-6.32923759,-1.053954217
-1.580275209,-6.378539135,-1.048485074
-1.572031864,-6.42784068,-1.043015932
-1.563788519,-6.477142225,-1.03754679
-1.555545174,-6.52644377,-1.032077647
-1.547301828,-6.575745315,-1.026608505
-1.539058483,-6.62504686,-1.021139362
-1.530815138,-6.674348405,-1.01567022
-1.522571793,-6.72364995,-1.010201077
-1.514328448,-6.772951495,-1.004731935
-1.506085103,-6.82225304,-0.999262792
-1.497841758,-6.871554585,-0.99379365
-1.489598412,-6.92085613,-0.988324507
-1.481355067,-6.970157675,-0.982855365
-1.473111722,-7.01945922,-0.977386223
-1.464868377,-7.068760765,-0.97191708
-1.456625032,-7.11806231,-0.966447938
-1.448381687,-7.167363855,-0.960978795
-1.720344578,-5.474488675,-1.152470361
-1.712140865,-5.523869483,-1.146974798
-1.703937151,-5.573250291,-1.141479235
-1.695733437,-5.622631099,-1.135983671
-1.687529724,-5.672011906,-1.130488108
-1.67932601,-5.721392714,-1.124992544
-1.671122296,-5.770773522,-1.119496981
-1.662918583,-5.82015433,-1.114001417
-1.654714869,-5.869535138,-1.108505854
-1.646511155,-5.918915946,-1.103010291
-1.638307442,-5.968296754,-1.097514727
-1.630103728,-6.017677562,-1.092019164
-1.621900014,-6.06705837,-1.0865236
-1.6136963,-6.116439178,-1.081028037
-1.605492587,-6.165819986,-1.075532473
-1.597288873,-6.215200794,-1.07003691
-1.589085159,-6.264581602,-1.064541347
-1.580881446,-6.31396241,-1.059045783
-1.572677732,-6.363343218,-1.05355022
-1.564474018,-6.412724026,-1.048054656
-1.556270305,-6.462104833,-1.042559093
-1.548066591,-6.511485641,-1.037063529
-1.539862877,-6.560866449,-1.031567966
-1.531659164,-6.610247257,-1.026072403
-1.52345545,-6.659628065,-1.020576839
-1.515251736,-6.709008873,-1.015081276
-1.507048023,-6.758389681,-1.009585712
-1.498844309,-6.807770489,-1.004090149
-1.490640595,-6.857151297,-0.998594585
-1.482436882,-6.906532105,-0.993099022
-1.474233168,-6.955912913,-0.987603459
-1.466029454,-7.005293721,-0.982107895
-1.457825741,-7.054674529,-0.976612332
-1.449622027,-7.104055337,-0.971116768
-1.441418313,-7.153436145,-0.965621205
-1.712033735,-5.457866024,-1.158011084
-1.703869653,-5.507326095,-1.1524891
-1.695705571,-5.556786166,-1.146967116
-1.687541488,-5.606246237,-1.141445131
-1.679377406,-5.655706308,-1.135923147
-1.671213324,-5.705166378,-1.130401162
-1.663049242,-5.754626449,-1.124879178
-1.654885159,-5.80408652,-1.119357193
-1.646721077,-5.853546591,-1.113835209
-1.638556995,-5.903006662,-1.108313225
-1.630392913,-5.952466733,-1.10279124
-1.622228831,-6.001926804,-1.097269256
-1.614064748,-6.051386875,-1.091747271
-1.605900666,-6.100846945,-1.086225287
-1.597736584,-6.150307016,-1.080703303
-1.589572502,-6.199767087,-1.075181318
-1.58140842,-6.249227158,-1.069659334
-1.573244337,-6.298687229,-1.064137349
-1.565080255,-6.3481473,-1.058615365
-1.556916173,-6.397607371,-1.053093381
-1.548752091,-6.447067442,-1.047571396
-1.540588009,-6.496527512,-1.042049412
-1.532423926,-6.545987583,-1.036527427
-1.524259844,-6.595447654,-1.031005443
-1.516095762,-6.644907725,-1.025483459
-1.50793168,-6.694367796,-1.019961474
-1.499767597,-6.743827867,-1.01443949
-1.491603515,-6.793287938,-1.008917505
-1.483439433,-6.842748009,-1.003395521
-1.475275351,-6.892208079,-0.997873536
-1.467111269,-6.94166815,-0.992351552
-1.458947186,-6.991128221,-0.986829568
-1.450783104,-7.040588292,-0.981307583
-1.442619022,-7.090048363,-0.975785599
-1.43445494,-7.139508434,-0.970263614
-1.703722892,-5.441243373,-1.163551807
-1.695598441,-5.490782707,-1.158003402
-1.68747399,-5.540322041,-1.152454996
-1.679349539,-5.589861375,-1.146906591
-1.671225089,-5.639400709,-1.141358186
-1.663100638,-5.688940043,-1.13580978
-1.654976187,-5.738479376,-1.130261375
-1.646851736,-5.78801871,-1.12471297
-1.638727286,-5.837558044,-1.119164564
-1.630602835,-5.887097378,-1.113616159
-1.622478384,-5.936636712,-1.108067753
-1.614353933,-5.986176045,-1.102519348
-1.606229483,-6.035715379,-1.096970943
-1.598105032,-6.085254713,-1.091422537
-1.589980581,-6.134794047,-1.085874132
-1.58185613,-6.184333381,-1.080325726
-1.57373168,-6.233872714,-1.074777321
-1.565607229,-6.283412048,-1.069228916
-1.557482778,-6.332951382,-1.06368051
-1.549358327,-6.382490716,-1.058132105
-1.541233877,-6.43203005,-1.0525837
-1.533109426,-6.481569383,-1.047035294
-1.524984975,-6.531108717,-1.041486889
-1.516860524,-6.580648051,-1.035938483
-1.508736074,-6.630187385,-1.030390078
-1.500611623,-6.679726719,-1.024841673
-1.492487172,-6.729266052,-1.019293267
-1.484362721,-6.778805386,-1.013744862
-1.476238271,-6.82834472,-1.008196456
-1.46811382,-6.877884054,-1.002648051
-1.459989369,-6.927423388,-0.997099646
-1.451864918,-6.976962721,-0.99155124
-1.443740468,-7.026502055,-0.986002835
-1.435616017,-7.076041389,-0.980454429
-1.427491566,-7.125580723,-0.974906024
-1.695412048,-5.424620723,-1.16909253
-1.687327229,-5.47423932,-1.163517704
-1.67924241,-5.523857916,-1.157942877
-1.67115759,-5.573476513,-1.152368051
-1.663072771,-5.62309511,-1.146793225
-1.654987952,-5.672713707,-1.141218398
-1.646903133,-5.722332303,-1.135643572
-1.638818313,-5.7719509,-1.130068746
-1.630733494,-5.821569497,-1.124493919
-1.622648675,-5.871188094,-1.118919093
-1.614563855,-5.92080669,-1.113344266
-1.606479036,-5.970425287,-1.10776944
